HourDK;WP Prognosis (MWh);Cons. Prognosis (MWh);WP Penetration (MWh);Day-Ahead price (DKK);;;;;
20-01-18 01.00;583;1.819;0,32;207,31;;;;;
20-01-18 02.00;595;1.761;0,34;211,26;;;;;
20-01-18 03.00;565;1.767;0,32;216,02;;;;;
20-01-18 04.00;540;1.791;0,30;215,80;;;;;
20-01-18 05.00;513;1.860;0,28;217,66;;;;;
20-01-18 06.00;520;1.996;0,26;221,01;;;;;
20-01-18 07.00;533;2.187;0,24;229,72;;;;;
20-01-18 08.00;527;2.364;0,22;246,26;;;;;
20-01-18 09.00;542;2.468;0,22;282,97;;;;;
20-01-18 10.00;520;2.505;0,21;310,22;;;;;
20-01-18 11.00;340;2.494;0,14;310,37;;;;;
20-01-18 12.00;282;2.430;0,12;312,23;;;;;
20-01-18 13.00;303;2.391;0,13;308,66;;;;;
20-01-18 14.00;304;2.350;0,13;290,41;;;;;
20-01-18 15.00;357;2.373;0,15;297,93;;;;;
20-01-18 16.00;316;2.509;0,13;311,26;;;;;
20-01-18 17.00;292;2.787;0,10;332,71;;;;;
20-01-18 18.00;287;2.663;0,11;367,71;;;;;
20-01-18 19.00;266;2.444;0,11;327,50;;;;;
20-01-18 20.00;252;2.287;0,11;291,60;;;;;
20-01-18 21.00;274;2.158;0,13;270,83;;;;;
20-01-18 22.00;290;2.034;0,14;270,53;;;;;
20-01-18 23.00;261;1.930;0,14;243,28;;;;;
21-01-18 00.00;301;1.827;0,16;237,28;;;;;
21-01-18 01.00;253;1.737;0,15;226,34;;;;;
21-01-18 02.00;225;1.693;0,13;217,63;;;;;
21-01-18 03.00;229;1.702;0,13;213,69;;;;;
21-01-18 04.00;228;1.721;0,13;214,36;;;;;
21-01-18 05.00;202;1.779;0,11;216,22;;;;;
21-01-18 06.00;190;1.905;0,10;219,42;;;;;
21-01-18 07.00;168;2.083;0,08;225,60;;;;;
21-01-18 08.00;149;2.254;0,07;241,82;;;;;
21-01-18 09.00;135;2.353;0,06;262,74;;;;;
21-01-18 10.00;133;2.416;0,06;289,38;;;;;
21-01-18 11.00;86;2.424;0,04;304,64;;;;;
21-01-18 12.00;72;2.372;0,03;304,64;;;;;
21-01-18 13.00;84;2.326;0,04;281,12;;;;;
21-01-18 14.00;101;2.317;0,04;251,87;;;;;
21-01-18 15.00;156;2.337;0,07;257,68;;;;;
21-01-18 16.00;221;2.463;0,09;283,13;;;;;
21-01-18 17.00;341;2.798;0,12;319,53;;;;;
21-01-18 18.00;467;2.739;0,17;357,86;;;;;
21-01-18 19.00;615;2.539;0,24;319,45;;;;;
21-01-18 20.00;777;2.344;0,33;278,81;;;;;
21-01-18 21.00;921;2.260;0,41;242,12;;;;;
21-01-18 22.00;1.021;2.135;0,48;241,90;;;;;
21-01-18 23.00;1.127;2.000;0,56;224,78;;;;;
22-01-18 00.00;1.168;1.888;0,62;201,41;;;;;
22-01-18 01.00;1.240;1.851;0,67;212,72;;;;;
22-01-18 02.00;1.308;1.846;0,71;211,23;;;;;
22-01-18 03.00;1.425;1.852;0,77;211,23;;;;;
22-01-18 04.00;1.543;1.912;0,81;211,23;;;;;
22-01-18 05.00;1.624;2.082;0,78;193,29;;;;;
22-01-18 06.00;1.646;2.525;0,65;246,21;;;;;
22-01-18 07.00;1.645;2.933;0,56;319,68;;;;;
22-01-18 08.00;1.688;3.062;0,55;335,38;;;;;
22-01-18 09.00;1.703;3.047;0,56;341,63;;;;;
22-01-18 10.00;1.661;3.100;0,54;334,79;;;;;
22-01-18 11.00;1.532;3.116;0,49;348,63;;;;;
22-01-18 12.00;1.485;3.035;0,49;338,66;;;;;
22-01-18 13.00;1.420;3.054;0,46;341,41;;;;;
22-01-18 14.00;1.276;3.020;0,42;333,82;;;;;
22-01-18 15.00;1.226;2.915;0,42;327,05;;;;;
22-01-18 16.00;1.175;2.957;0,40;324,89;;;;;
22-01-18 17.00;1.062;3.241;0,33;368,43;;;;;
22-01-18 18.00;960;3.064;0,31;379,59;;;;;
22-01-18 19.00;885;2.857;0,31;357,64;;;;;
22-01-18 20.00;852;2.660;0,32;318,71;;;;;
22-01-18 21.00;809;2.495;0,32;290,20;;;;;
22-01-18 22.00;726;2.280;0,32;269,44;;;;;
22-01-18 23.00;679;2.149;0,32;249,34;;;;;
23-01-18 00.00;629;2.024;0,31;248,48;;;;;
23-01-18 01.00;620;1.957;0,32;236,27;;;;;
23-01-18 02.00;670;1.933;0,35;229,13;;;;;
23-01-18 03.00;741;1.944;0,38;226,15;;;;;
23-01-18 04.00;813;2.007;0,41;230,54;;;;;
23-01-18 05.00;890;2.161;0,41;241,78;;;;;
23-01-18 06.00;973;2.568;0,38;293,96;;;;;
23-01-18 07.00;1.109;2.984;0,37;360,89;;;;;
23-01-18 08.00;1.310;3.081;0,43;380,02;;;;;
23-01-18 09.00;1.482;3.020;0,49;332,30;;;;;
23-01-18 10.00;1.600;3.052;0,52;272,75;;;;;
23-01-18 11.00;1.644;3.045;0,54;250,49;;;;;
23-01-18 12.00;1.695;2.979;0,57;245,21;;;;;
23-01-18 13.00;1.744;3.042;0,57;244,54;;;;;
23-01-18 14.00;1.821;3.015;0,60;243,12;;;;;
23-01-18 15.00;2.007;2.941;0,68;242,60;;;;;
23-01-18 16.00;2.235;2.984;0,75;250,64;;;;;
23-01-18 17.00;2.491;3.221;0,77;275,58;;;;;
23-01-18 18.00;2.761;3.024;0,91;245,58;;;;;
23-01-18 19.00;2.945;2.813;1,05;243,34;;;;;
23-01-18 20.00;3.155;2.628;1,20;230,69;;;;;
23-01-18 21.00;3.150;2.484;1,27;220,49;;;;;
23-01-18 22.00;2.997;2.293;1,31;208,66;;;;;
23-01-18 23.00;2.739;2.165;1,27;101,54;;;;;
24-01-18 00.00;3.041;2.049;1,48;100,18;;;;;
24-01-18 01.00;3.015;1.973;1,53;83,44;;;;;
24-01-18 02.00;2.801;1.938;1,45;76,96;;;;;
24-01-18 03.00;2.620;1.923;1,36;68,92;;;;;
24-01-18 04.00;2.402;1.963;1,22;83,59;;;;;
24-01-18 05.00;2.244;2.062;1,09;124,60;;;;;
24-01-18 06.00;2.096;2.471;0,85;214,58;;;;;
24-01-18 07.00;2.053;2.882;0,71;304,57;;;;;
24-01-18 08.00;2.314;3.014;0,77;241,08;;;;;
24-01-18 09.00;2.618;3.008;0,87;237,29;;;;;
24-01-18 10.00;2.932;3.011;0,97;227,54;;;;;
24-01-18 11.00;3.317;2.999;1,11;222,55;;;;;
24-01-18 12.00;3.509;2.922;1,20;221,95;;;;;
24-01-18 13.00;3.561;2.899;1,23;216,30;;;;;
24-01-18 14.00;3.456;2.857;1,21;214,58;;;;;
24-01-18 15.00;3.442;2.781;1,24;213,84;;;;;
24-01-18 16.00;3.451;2.849;1,21;215,85;;;;;
24-01-18 17.00;3.418;3.080;1,11;221,06;;;;;
24-01-18 18.00;3.281;2.941;1,12;217,86;;;;;
24-01-18 19.00;3.052;2.743;1,11;211,16;;;;;
24-01-18 20.00;2.977;2.609;1,14;186,52;;;;;
24-01-18 21.00;2.788;2.438;1,14;135,91;;;;;
24-01-18 22.00;2.707;2.277;1,19;122,74;;;;;
24-01-18 23.00;2.541;2.089;1,22;88,05;;;;;
25-01-18 00.00;3.340;1.931;1,73;35,14;;;;;
25-01-18 01.00;3.212;1.845;1,74;40,57;;;;;
25-01-18 02.00;3.059;1.830;1,67;28,81;;;;;
25-01-18 03.00;2.934;1.852;1,58;34,91;;;;;
25-01-18 04.00;2.794;1.897;1,47;35,29;;;;;
25-01-18 05.00;2.685;2.050;1,31;104,15;;;;;
25-01-18 06.00;2.600;2.417;1,08;209,34;;;;;
25-01-18 07.00;2.486;2.819;0,88;293,91;;;;;
25-01-18 08.00;2.459;2.956;0,83;250,73;;;;;
25-01-18 09.00;2.444;2.943;0,83;230,48;;;;;
25-01-18 10.00;2.451;3.000;0,82;229,74;;;;;
25-01-18 11.00;2.421;2.970;0,82;226,98;;;;;
25-01-18 12.00;2.446;2.881;0,85;224,97;;;;;
25-01-18 13.00;2.405;2.879;0,84;225,49;;;;;
25-01-18 14.00;2.257;2.840;0,79;226,54;;;;;
25-01-18 15.00;2.068;2.800;0,74;229,66;;;;;
25-01-18 16.00;1.801;2.871;0,63;156,41;;;;;
25-01-18 17.00;1.563;3.130;0,50;329,12;;;;;
25-01-18 18.00;1.396;3.012;0,46;247,08;;;;;
25-01-18 19.00;1.305;2.799;0,47;239,27;;;;;
25-01-18 20.00;1.289;2.595;0,50;234,35;;;;;
25-01-18 21.00;1.277;2.404;0,53;228,70;;;;;
25-01-18 22.00;1.211;2.244;0,54;221,18;;;;;
25-01-18 23.00;1.091;2.098;0,52;215,74;;;;;
26-01-18 00.00;854;1.931;0,44;217,98;;;;;
26-01-18 01.00;758;1.859;0,41;215,82;;;;;
26-01-18 02.00;683;1.833;0,37;215,45;;;;;
26-01-18 03.00;595;1.839;0,32;216,64;;;;;
26-01-18 04.00;548;1.906;0,29;219,99;;;;;
26-01-18 05.00;523;2.086;0,25;224,09;;;;;
26-01-18 06.00;509;2.503;0,20;289,97;;;;;
26-01-18 07.00;523;2.956;0,18;249,92;;;;;
26-01-18 08.00;552;3.054;0,18;275,53;;;;;
26-01-18 09.00;586;2.995;0,20;270,92;;;;;
26-01-18 10.00;580;3.059;0,19;264,51;;;;;
26-01-18 11.00;564;2.994;0,19;253,79;;;;;
26-01-18 12.00;588;2.848;0,21;248,28;;;;;
26-01-18 13.00;628;2.745;0,23;245,16;;;;;
26-01-18 14.00;625;2.622;0,24;244,34;;;;;
26-01-18 15.00;601;2.593;0,23;243,07;;;;;
26-01-18 16.00;632;2.711;0,23;249,70;;;;;
26-01-18 17.00;647;2.980;0,22;361,07;;;;;
26-01-18 18.00;650;2.856;0,23;350,65;;;;;
26-01-18 19.00;671;2.609;0,26;320,35;;;;;
26-01-18 20.00;670;2.398;0,28;246,94;;;;;
26-01-18 21.00;652;2.263;0,29;234,88;;;;;
26-01-18 22.00;634;2.118;0,30;228,18;;;;;
26-01-18 23.00;594;1.984;0,30;224,76;;;;;
27-01-18 00.00;634;1.874;0,34;229,28;;;;;
27-01-18 01.00;598;1.790;0,33;224,96;;;;;
27-01-18 02.00;532;1.749;0,30;223,39;;;;;
27-01-18 03.00;446;1.760;0,25;223,25;;;;;
27-01-18 04.00;381;1.778;0,21;225,03;;;;;
27-01-18 05.00;341;1.839;0,19;229,13;;;;;
27-01-18 06.00;320;1.986;0,16;228,98;;;;;
27-01-18 07.00;316;2.168;0,15;249,45;;;;;
27-01-18 08.00;357;2.343;0,15;282,87;;;;;
27-01-18 09.00;452;2.444;0,18;297,83;;;;;
27-01-18 10.00;568;2.478;0,23;283,10;;;;;
27-01-18 11.00;722;2.466;0,29;252,72;;;;;
27-01-18 12.00;915;2.416;0,38;243,94;;;;;
27-01-18 13.00;1.199;2.379;0,50;238,13;;;;;
27-01-18 14.00;1.502;2.333;0,64;234,19;;;;;
27-01-18 15.00;1.880;2.344;0,80;231,36;;;;;
27-01-18 16.00;2.253;2.450;0,92;232,92;;;;;
27-01-18 17.00;2.646;2.701;0,98;266,79;;;;;
27-01-18 18.00;2.944;2.596;1,13;242,90;;;;;
27-01-18 19.00;3.178;2.377;1,34;237,91;;;;;
27-01-18 20.00;3.392;2.220;1,53;207,61;;;;;
27-01-18 21.00;3.446;2.130;1,62;88,66;;;;;
27-01-18 22.00;3.403;2.034;1,67;81,74;;;;;
27-01-18 23.00;3.284;1.933;1,70;0,74;;;;;
28-01-18 00.00;3.329;1.823;1,83;-0,30;;;;;
28-01-18 01.00;3.243;1.761;1,84;-89,47;;;;;
28-01-18 02.00;3.283;1.703;1,93;-111,65;;;;;
28-01-18 03.00;3.274;1.677;1,95;-90,73;;;;;
28-01-18 04.00;3.233;1.669;1,94;-68,03;;;;;
28-01-18 05.00;3.224;1.717;1,88;0,30;;;;;
28-01-18 06.00;3.204;1.817;1,76;-1,86;;;;;
28-01-18 07.00;3.237;2.005;1,61;15,56;;;;;
28-01-18 08.00;3.364;2.117;1,59;76,96;;;;;
28-01-18 09.00;3.391;2.121;1,60;86,71;;;;;
28-01-18 10.00;3.496;2.080;1,68;104,50;;;;;
28-01-18 11.00;3.575;2.097;1,70;87,01;;;;;
28-01-18 12.00;3.516;2.068;1,70;86,64;;;;;
28-01-18 13.00;3.388;2.025;1,67;47,04;;;;;
28-01-18 14.00;3.176;2.018;1,57;76,81;;;;;
28-01-18 15.00;3.121;2.035;1,53;75,10;;;;;
28-01-18 16.00;2.957;2.140;1,38;80,39;;;;;
28-01-18 17.00;2.835;2.502;1,13;217,71;;;;;
28-01-18 18.00;2.657;2.448;1,09;200,22;;;;;
28-01-18 19.00;2.438;2.284;1,07;198,51;;;;;
28-01-18 20.00;2.235;2.162;1,03;214,36;;;;;
28-01-18 21.00;1.988;2.060;0,97;212,72;;;;;
28-01-18 22.00;1.812;1.944;0,93;208,11;;;;;
28-01-18 23.00;1.585;1.862;0,85;205,28;;;;;
29-01-18 00.00;1.694;1.786;0,95;175,73;;;;;
29-01-18 01.00;1.865;1.703;1,10;172,90;;;;;
29-01-18 02.00;2.087;1.571;1,33;0,82;;;;;
29-01-18 03.00;2.375;1.619;1,47;-32,53;;;;;
29-01-18 04.00;2.708;1.679;1,61;-74,51;;;;;
29-01-18 05.00;3.089;1.843;1,68;-6,70;;;;;
29-01-18 06.00;3.258;2.239;1,46;92,52;;;;;
29-01-18 07.00;3.415;2.658;1,28;225,75;;;;;
29-01-18 08.00;3.552;2.821;1,26;226,94;;;;;
29-01-18 09.00;3.520;2.831;1,24;223,07;;;;;
29-01-18 10.00;3.550;2.920;1,22;221,58;;;;;
29-01-18 11.00;3.528;2.946;1,20;221,21;;;;;
29-01-18 12.00;3.413;2.806;1,22;219,72;;;;;
29-01-18 13.00;3.283;2.818;1,17;219,94;;;;;
29-01-18 14.00;3.019;2.857;1,06;220,46;;;;;
29-01-18 15.00;2.972;2.844;1,05;227,16;;;;;
29-01-18 16.00;3.012;2.859;1,05;226,87;;;;;
29-01-18 17.00;3.049;3.035;1,00;238,03;;;;;
29-01-18 18.00;3.107;3.021;1,03;248,90;;;;;
29-01-18 19.00;3.172;2.746;1,16;222,77;;;;;
29-01-18 20.00;3.266;2.520;1,30;221,58;;;;;
29-01-18 21.00;3.256;2.473;1,32;164,05;;;;;
29-01-18 22.00;3.217;2.382;1,35;104,80;;;;;
29-01-18 23.00;3.180;2.206;1,44;77,93;;;;;
30-01-18 00.00;3.612;2.121;1,70;103,97;;;;;
30-01-18 01.00;3.565;2.075;1,72;103,53;;;;;
30-01-18 02.00;3.501;2.130;1,64;96,83;;;;;
30-01-18 03.00;3.417;2.218;1,54;102,71;;;;;
30-01-18 04.00;3.267;2.335;1,40;115,36;;;;;
30-01-18 05.00;3.223;2.600;1,24;178,77;;;;;
30-01-18 06.00;3.066;2.859;1,07;249,40;;;;;
30-01-18 07.00;2.918;3.216;0,91;257,29;;;;;
30-01-18 08.00;2.907;3.400;0,86;248,73;;;;;
30-01-18 09.00;2.787;3.431;0,81;244,34;;;;;
30-01-18 10.00;2.708;3.463;0,78;245,08;;;;;
30-01-18 11.00;2.638;3.439;0,77;241,36;;;;;
30-01-18 12.00;2.547;3.201;0,80;240,62;;;;;
30-01-18 13.00;2.501;3.235;0,77;239,57;;;;;
30-01-18 14.00;2.293;3.204;0,72;239,35;;;;;
30-01-18 15.00;2.182;2.974;0,73;240,91;;;;;
30-01-18 16.00;2.064;3.032;0,68;244,56;;;;;
30-01-18 17.00;1.863;3.342;0,56;324,79;;;;;
30-01-18 18.00;1.613;3.237;0,50;315,26;;;;;
30-01-18 19.00;1.365;3.074;0,44;271,65;;;;;
30-01-18 20.00;1.285;2.866;0,45;246,87;;;;;
30-01-18 21.00;1.348;2.709;0,50;240,91;;;;;
30-01-18 22.00;1.523;2.548;0,60;231,61;;;;;
30-01-18 23.00;1.661;2.353;0,71;224,09;;;;;
31-01-18 00.00;2.311;2.146;1,08;220,36;;;;;
31-01-18 01.00;2.390;2.023;1,18;215,67;;;;;
31-01-18 02.00;2.476;1.995;1,24;202,72;;;;;
31-01-18 03.00;2.553;1.966;1,30;133,73;;;;;
31-01-18 04.00;2.573;2.039;1,26;145,34;;;;;
31-01-18 05.00;2.697;2.247;1,20;196,25;;;;;
31-01-18 06.00;2.694;2.581;1,04;236,21;;;;;
31-01-18 07.00;2.765;2.998;0,92;233,31;;;;;
31-01-18 08.00;2.880;3.109;0,93;236,81;;;;;
31-01-18 09.00;2.888;3.054;0,95;229,89;;;;;
31-01-18 10.00;2.799;3.086;0,91;228,55;;;;;
31-01-18 11.00;2.722;3.066;0,89;223,49;;;;;
31-01-18 12.00;2.576;2.973;0,87;220,36;;;;;
31-01-18 13.00;2.472;2.970;0,83;218,65;;;;;
31-01-18 14.00;2.262;2.944;0,77;220,51;;;;;
31-01-18 15.00;2.023;2.853;0,71;220,51;;;;;
31-01-18 16.00;1.753;2.861;0,61;224,45;;;;;
31-01-18 17.00;1.716;3.103;0,55;239,26;;;;;
31-01-18 18.00;1.762;2.970;0,59;249,53;;;;;
31-01-18 19.00;1.836;2.787;0,66;242,02;;;;;
31-01-18 20.00;1.892;2.629;0,72;218,05;;;;;
31-01-18 21.00;1.861;2.468;0,75;208,83;;;;;
31-01-18 22.00;1.847;2.288;0,81;210,76;;;;;
31-01-18 23.00;1.880;2.136;0,88;185,90;;;;;
01-02-18 00.00;2.393;1.983;1,21;178,15;;;;;
01-02-18 01.00;2.465;1.891;1,30;180,23;;;;;
01-02-18 02.00;2.480;1.890;1,31;179,04;;;;;
01-02-18 03.00;2.566;1.921;1,34;149,50;;;;;
01-02-18 04.00;2.683;1.998;1,34;165,42;;;;;
01-02-18 05.00;2.792;2.159;1,29;187,90;;;;;
01-02-18 06.00;2.761;2.502;1,10;244,08;;;;;
01-02-18 07.00;2.614;2.975;0,88;253,83;;;;;
01-02-18 08.00;2.499;3.063;0,82;243,56;;;;;
01-02-18 09.00;2.445;3.048;0,80;241,70;;;;;
01-02-18 10.00;2.525;3.077;0,82;241,18;;;;;
01-02-18 11.00;2.625;3.006;0,87;234,93;;;;;
01-02-18 12.00;2.685;2.890;0,93;231,28;;;;;
01-02-18 13.00;2.696;2.881;0,94;234,04;;;;;
01-02-18 14.00;2.512;2.874;0,87;235,15;;;;;
01-02-18 15.00;2.433;2.784;0,87;234,56;;;;;
01-02-18 16.00;2.411;2.798;0,86;238,87;;;;;
01-02-18 17.00;2.428;3.067;0,79;245,42;;;;;
01-02-18 18.00;2.211;2.944;0,75;246,76;;;;;
01-02-18 19.00;1.934;2.759;0,70;240,06;;;;;
01-02-18 20.00;1.769;2.571;0,69;233,89;;;;;
01-02-18 21.00;1.600;2.406;0,67;234,11;;;;;
01-02-18 22.00;1.397;2.246;0,62;232,40;;;;;
01-02-18 23.00;1.177;2.031;0,58;215,58;;;;;
02-02-18 00.00;1.528;1.955;0,78;224,14;;;;;
02-02-18 01.00;1.454;1.922;0,76;222,28;;;;;
02-02-18 02.00;1.429;1.941;0,74;221,69;;;;;
02-02-18 03.00;1.436;1.952;0,74;221,32;;;;;
02-02-18 04.00;1.497;2.012;0,74;224,00;;;;;
02-02-18 05.00;1.644;2.141;0,77;239,47;;;;;
02-02-18 06.00;1.819;2.524;0,72;250,49;;;;;
02-02-18 07.00;1.931;2.979;0,65;278,47;;;;;
02-02-18 08.00;1.944;3.110;0,63;307,57;;;;;
02-02-18 09.00;1.874;3.100;0,60;283,23;;;;;
02-02-18 10.00;1.837;3.120;0,59;306,60;;;;;
02-02-18 11.00;1.740;3.068;0,57;269,09;;;;;
02-02-18 12.00;1.620;2.935;0,55;258,60;;;;;
02-02-18 13.00;1.447;2.860;0,51;261,95;;;;;
02-02-18 14.00;1.280;2.756;0,46;264,70;;;;;
02-02-18 15.00;1.238;2.669;0,46;262,17;;;;;
02-02-18 16.00;1.213;2.738;0,44;281,97;;;;;
02-02-18 17.00;1.157;2.987;0,39;357,35;;;;;
02-02-18 18.00;1.055;2.902;0,36;348,27;;;;;
02-02-18 19.00;930;2.677;0,35;277,20;;;;;
02-02-18 20.00;864;2.504;0,35;254,06;;;;;
02-02-18 21.00;779;2.378;0,33;248,40;;;;;
02-02-18 22.00;710;2.227;0,32;244,83;;;;;
02-02-18 23.00;680;2.073;0,33;237,54;;;;;
03-02-18 00.00;809;1.951;0,41;244,93;;;;;
03-02-18 01.00;740;1.879;0,39;239,87;;;;;
03-02-18 02.00;705;1.842;0,38;238,16;;;;;
03-02-18 03.00;675;1.844;0,37;238,09;;;;;
03-02-18 04.00;669;1.874;0,36;240,02;;;;;
03-02-18 05.00;659;1.937;0,34;244,63;;;;;
03-02-18 06.00;653;2.068;0,32;245,08;;;;;
03-02-18 07.00;694;2.284;0,30;248,28;;;;;
03-02-18 08.00;791;2.468;0,32;251,56;;;;;
03-02-18 09.00;893;2.595;0,34;260,86;;;;;
03-02-18 10.00;937;2.617;0,36;272,02;;;;;
03-02-18 11.00;861;2.610;0,33;268,75;;;;;
03-02-18 12.00;821;2.579;0,32;257,73;;;;;
03-02-18 13.00;884;2.539;0,35;252,08;;;;;
03-02-18 14.00;927;2.516;0,37;248,95;;;;;
03-02-18 15.00;1.029;2.518;0,41;249,25;;;;;
03-02-18 16.00;1.193;2.605;0,46;268,53;;;;;
03-02-18 17.00;1.381;2.860;0,48;335,95;;;;;
03-02-18 18.00;1.515;2.781;0,54;292,94;;;;;
03-02-18 19.00;1.646;2.550;0,65;258,03;;;;;
03-02-18 20.00;1.808;2.391;0,76;248,28;;;;;
03-02-18 21.00;1.850;2.265;0,82;245,08;;;;;
03-02-18 22.00;1.897;2.135;0,89;243,30;;;;;
03-02-18 23.00;1.949;1.991;0,98;239,28;;;;;
04-02-18 00.00;2.409;1.859;1,30;238,32;;;;;
04-02-18 01.00;2.480;1.756;1,41;232,96;;;;;
04-02-18 02.00;2.537;1.720;1,48;230,43;;;;;
04-02-18 03.00;2.434;1.759;1,38;230,65;;;;;
04-02-18 04.00;2.357;1.784;1,32;229,46;;;;;
04-02-18 05.00;2.362;1.840;1,28;229,16;;;;;
04-02-18 06.00;2.389;1.938;1,23;229,53;;;;;
04-02-18 07.00;2.411;2.065;1,17;232,44;;;;;
04-02-18 08.00;2.436;2.229;1,09;233,48;;;;;
04-02-18 09.00;2.331;2.346;0,99;240,99;;;;;
04-02-18 10.00;2.180;2.411;0,90;246,35;;;;;
04-02-18 11.00;1.891;2.416;0,78;256,33;;;;;
04-02-18 12.00;1.714;2.367;0,72;248,59;;;;;
04-02-18 13.00;1.610;2.318;0,69;238,76;;;;;
04-02-18 14.00;1.440;2.331;0,62;235,26;;;;;
04-02-18 15.00;1.345;2.367;0,57;238,84;;;;;
04-02-18 16.00;1.305;2.471;0,53;254,91;;;;;
04-02-18 17.00;1.293;2.811;0,46;295,55;;;;;
04-02-18 18.00;1.289;2.834;0,45;319,37;;;;;
04-02-18 19.00;1.256;2.606;0,48;297,78;;;;;
04-02-18 20.00;1.190;2.435;0,49;269,05;;;;;
04-02-18 21.00;1.054;2.289;0,46;260,49;;;;;
04-02-18 22.00;861;2.198;0,39;254,99;;;;;
04-02-18 23.00;754;2.100;0,36;245,01;;;;;
05-02-18 00.00;760;1.996;0,38;239,21;;;;;
05-02-18 01.00;719;1.960;0,37;232,06;;;;;
05-02-18 02.00;668;1.970;0,34;230,13;;;;;
05-02-18 03.00;620;1.985;0,31;230,20;;;;;
05-02-18 04.00;546;2.026;0,27;227,60;;;;;
05-02-18 05.00;455;2.219;0,21;250,60;;;;;
05-02-18 06.00;411;2.681;0,15;308,20;;;;;
05-02-18 07.00;395;3.081;0,13;405,33;;;;;
05-02-18 08.00;380;3.166;0,12;432,12;;;;;
05-02-18 09.00;326;3.174;0,10;425,13;;;;;
05-02-18 10.00;234;3.128;0,07;415,53;;;;;
05-02-18 11.00;164;3.092;0,05;398,93;;;;;
05-02-18 12.00;138;3.028;0,05;354,72;;;;;
05-02-18 13.00;122;3.047;0,04;348,99;;;;;
05-02-18 14.00;108;3.019;0,04;349,06;;;;;
05-02-18 15.00;91;2.888;0,03;362,98;;;;;
05-02-18 16.00;87;2.922;0,03;397,44;;;;;
05-02-18 17.00;99;3.253;0,03;423,71;;;;;
05-02-18 18.00;117;3.193;0,04;439,04;;;;;
05-02-18 19.00;137;3.002;0,05;412,40;;;;;
05-02-18 20.00;126;2.795;0,05;355,39;;;;;
05-02-18 21.00;127;2.614;0,05;297,48;;;;;
05-02-18 22.00;121;2.471;0,05;290,27;;;;;
05-02-18 23.00;98;2.308;0,04;268,09;;;;;
06-02-18 00.00;109;2.169;0,05;268,82;;;;;
06-02-18 01.00;137;2.101;0,07;260,49;;;;;
06-02-18 02.00;139;2.090;0,07;257,88;;;;;
06-02-18 03.00;139;2.131;0,07;263,32;;;;;
06-02-18 04.00;141;2.205;0,06;269,79;;;;;
06-02-18 05.00;148;2.358;0,06;278,05;;;;;
06-02-18 06.00;148;2.768;0,05;327,10;;;;;
06-02-18 07.00;152;3.138;0,05;436,50;;;;;
06-02-18 08.00;173;3.222;0,05;480,64;;;;;
06-02-18 09.00;230;3.201;0,07;474,01;;;;;
06-02-18 10.00;243;3.212;0,08;443,50;;;;;
06-02-18 11.00;202;3.151;0,06;370,34;;;;;
06-02-18 12.00;182;3.063;0,06;339,68;;;;;
06-02-18 13.00;187;3.024;0,06;332,01;;;;;
06-02-18 14.00;176;2.979;0,06;349,20;;;;;
06-02-18 15.00;185;2.907;0,06;368,03;;;;;
06-02-18 16.00;209;2.955;0,07;400,03;;;;;
06-02-18 17.00;236;3.241;0,07;462,92;;;;;
06-02-18 18.00;254;3.196;0,08;487,48;;;;;
06-02-18 19.00;295;2.993;0,10;432,26;;;;;
06-02-18 20.00;327;2.829;0,12;352,03;;;;;
06-02-18 21.00;376;2.673;0,14;299,64;;;;;
06-02-18 22.00;411;2.479;0,17;277,01;;;;;
06-02-18 23.00;420;2.275;0,18;252,90;;;;;
07-02-18 00.00;729;2.114;0,34;250,98;;;;;
07-02-18 01.00;761;2.044;0,37;248,97;;;;;
07-02-18 02.00;665;2.036;0,33;244,95;;;;;
07-02-18 03.00;625;2.067;0,30;246,14;;;;;
07-02-18 04.00;613;2.131;0,29;250,53;;;;;
07-02-18 05.00;592;2.307;0,26;253,66;;;;;
07-02-18 06.00;612;2.698;0,23;302,19;;;;;
07-02-18 07.00;655;3.094;0,21;439,59;;;;;
07-02-18 08.00;695;3.172;0,22;456,49;;;;;
07-02-18 09.00;686;3.131;0,22;438,92;;;;;
07-02-18 10.00;667;3.151;0,21;430,81;;;;;
07-02-18 11.00;685;3.134;0,22;349,75;;;;;
07-02-18 12.00;797;3.031;0,26;323,85;;;;;
07-02-18 13.00;829;3.044;0,27;333,08;;;;;
07-02-18 14.00;839;2.985;0,28;351,54;;;;;
07-02-18 15.00;808;2.849;0,28;365,90;;;;;
07-02-18 16.00;773;2.887;0,27;385,18;;;;;
07-02-18 17.00;761;3.168;0,24;448,00;;;;;
07-02-18 18.00;747;3.130;0,24;477,40;;;;;
07-02-18 19.00;744;2.915;0,26;410,86;;;;;
07-02-18 20.00;708;2.746;0,26;307,10;;;;;
07-02-18 21.00;690;2.593;0,27;299,44;;;;;
07-02-18 22.00;659;2.412;0,27;267,43;;;;;
07-02-18 23.00;619;2.242;0,28;244,95;;;;;
08-02-18 00.00;677;2.119;0,32;250,15;;;;;
08-02-18 01.00;715;2.073;0,34;246,06;;;;;
08-02-18 02.00;741;2.055;0,36;243,68;;;;;
08-02-18 03.00;787;2.062;0,38;242,64;;;;;
08-02-18 04.00;808;2.140;0,38;248,59;;;;;
08-02-18 05.00;818;2.305;0,35;259,08;;;;;
08-02-18 06.00;866;2.710;0,32;323,39;;;;;
